Oh	UH	oh
Dear	NP	Dear
Lord	NP	Lord
How	WRB	How
on	IN	on
Earth	NP	Earth
was	VBD	be
any	DT	any
part	NN	part
of	IN	of
this	DT	this
film	NN	film
ever	RB	ever
approved	VBD	approve
by	IN	by
anyone	NN	anyone
It	PP	it
reeks	VBZ	reek
of	IN	of
cheese	NN	cheese
from	IN	from
start	NN	start
to	TO	to
finish	VB	finish
but	CC	but
it	PP	it
's	VBZ	be
not	RB	not
even	RB	even
good	JJ	good
cheese	NN	cheese
It	PP	it
's	VBZ	be
the	DT	the
scummiest	JJS	scummy
moldiest	JJS	moldy
most	RBS	most
tasteless	JJ	tasteless
cheese	NN	cheese
there	EX	there
is	VBZ	be
and	CC	and
I	PP	I
cannot	MD	can
believe	VB	believe
there	EX	there
is	VBZ	be
anyone	NN	anyone
out	IN	out
there	EX	there
who	WP	who
actually	RB	actually
truly	RB	truly
enjoyed	VBD	enjoy
it	PP	it
Yes	RB	Yes
if	IN	if
you	PP	you
saw	VBD	see
it	PP	it
with	IN	with
a	DT	a
load	NN	load
of	IN	of
drunk	JJ	drunk
stoned	JJ	stoned
buddies	NNS	buddy
then	RB	then
some	DT	some
bits	NNS	bit
might	MD	might
be	VB	be
funny	JJ	funny
in	IN	in
a	DT	a
sad	JJ	sad
kind	NN	kind
of	IN	of
way	NN	way
but	CC	but
for	IN	for
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
audience	NN	audience
the	DT	the
only	JJ	only
entertaining	JJ	entertaining
parts	NNS	part
are	VBP	be
when	WRB	when
said	VBD	say
group	NN	group
of	IN	of
buddies	NNS	buddy
are	VBP	be
throwing	VBG	throw
popcorn	NN	popcorn
and	CC	and
abusive	JJ	abusive
insults	NNS	insult
at	IN	at
each	DT	each
other	JJ	other
and	CC	and
the	DT	the
screen	NN	screen
I	PP	I
watched	VBD	watch
it	PP	it
with	IN	with
an	DT	an
up	RB	up
for	IN	for
a	DT	a
few	JJ	few
laughs	NNS	laugh
guy	VB	guy
having	VBG	have
had	VBD	have
a	DT	a
few	JJ	few
beers	NNS	beer
in	IN	in
preparation	NN	preparation
to	TO	to
chuckle	VB	chuckle
away	RP	away
at	IN	at
the	DT	the
film	NN	film
's	POS	's
expected	VBN	expect
crapness	NN	<unknown>
We	PP	we
got	VBD	get
the	DT	the
crapness	NN	<unknown>
plenty	NN	plenty
of	IN	of
it	PP	it
but	CC	but
not	RB	not
the	DT	the
chuckles	NNS	chuckle
It	PP	it
does	VBZ	do
n't	RB	n't
even	RB	even
qualify	VB	qualify
as	IN	as
a	DT	a
so	RB	so
bad	JJ	bad
it	PP	it
's	VBZ	be
good	JJ	good
movie	NN	movie
It	PP	it
's	VBZ	be
just	RB	just
plain	JJ	plain
bad	JJ	bad
Very	JJ	Very
very	RB	very
bad	JJ	bad
Here	RB	here
's	VBZ	be
why	WRB	why
look	VBP	look
away	RB	away
if	IN	if
you	PP	you
're	VBP	be
spoilerphobic	JJ	<unknown>
The	DT	the
movie	NN	movie
starts	VBZ	start
out	RP	out
with	IN	with
a	DT	a
guy	NN	guy
beating	VBG	beat
another	DT	another
guy	NN	guy
to	TO	to
death	NN	death
OK	RB	OK
I	PP	I
was	VBD	be
a	DT	a
few	JJ	few
minutes	NNS	minute
late	JJ	late
in	IN	in
so	RB	so
not	RB	not
sure	JJ	sure
why	WRB	why
this	DT	this
was	VBD	be
but	CC	but
I	PP	I
think	VBP	think
I	PP	I
grasped	VBN	grasp
the	DT	the
'	''	'
this	DT	this
guy	NN	guy
is	VBZ	be
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
badass	NN	<unknown>
who	WP	who
you	PP	you
do	VBP	do
n't	RB	n't
want	VB	want
to	TO	to
mess	VB	mess
with	IN	with
'	''	'
message	NN	message
behind	IN	behind
the	DT	the
ingenious	JJ	ingenious
scene	NN	scene
Oh	NP	Oh
and	CC	and
a	DT	a
guy	NN	guy
witnesses	VBZ	witness
it	PP	it
So	IN	so
we	PP	we
already	RB	already
have	VBP	have
our	PP$	our
ultra	JJ	ultra
evil	JJ	evil
bad	JJ	bad
guy	NN	guy
and	CC	and
wussy	NN	<unknown>
but	CC	but
cute	JJ	cute
apparently	RB	apparently
good	JJ	good
guy	NN	guy
Cue	NP	Cue
Hero	NP	<unknown>
Big	NP	Big
Sam	NP	Sam
steps	NNS	step
on	IN	on
the	DT	the
scene	NN	scene
in	IN	in
the	DT	the
usual	JJ	usual
fashion	NN	fashion
saving	VBG	save
good	JJ	good
guy	NN	guy
in	IN	in
the	DT	the
usual	JJ	usual
inane	JJ	inane
way	NN	way
that	IN	that
only	JJ	only
poor	JJ	poor
action	NN	action
films	NNS	film
can	MD	can
accomplish	VB	accomplish
i	NP	i
e	NP	e
Hero	NP	<unknown>
is	VBZ	be
immune	JJ	immune
to	TO	to
bullets	NNS	bullet
everyone	NN	everyone
else	RB	else
falls	VBZ	fall
over	RP	over
rather	RB	rather
clumsily	RB	clumsily
Cue	NP	Cue
first	JJ	first
plot	NN	plot
hole	NN	hole
How	WRB	How
the	DT	the
bloody	JJ	bloody
hell	NN	hell
did	VBD	do
Sammy	NP	Sammy
know	VB	know
where	WRB	where
this	DT	this
guy	NN	guy
was	VBD	be
or	CC	or
that	IN	that
he	PP	he
'd	VBD	have
watched	VBN	watch
the	DT	the
murder	NN	murder
Perhaps	RB	perhaps
this	DT	this
and	CC	and
the	DT	the
answers	NNS	answer
to	TO	to
all	PDT	all
my	PP$	my
plot	NN	plot
hole	NN	hole
related	JJ	related
questions	NNS	question
was	VBD	be
explained	VBN	explain
in	IN	in
the	DT	the
2	CD	2
minutes	NNS	minute
before	IN	before
I	PP	I
got	VBD	get
into	IN	into
the	DT	the
cinema	NN	cinema
but	CC	but
I	PP	I
doubt	VBP	doubt
it	PP	it
In	IN	in
fact	NN	fact
I	PP	I
'm	VBP	be
going	VBG	go
to	TO	to
stop	VB	stop
poking	VBG	poke
holes	NNS	hole
in	IN	in
the	DT	the
plot	NN	plot
right	RB	right
here	RB	here
lest	IN	lest
I	PP	I
turn	VBP	turn
the	DT	the
movie	NN	movie
into	IN	into
something	NN	something
resembling	VBG	resemble
swiss	JJ	Swiss
cheese	NN	cheese
which	WDT	which
we	PP	we
all	RB	all
know	VBP	know
is	VBZ	be
good	JJ	good
cheese	NN	cheese
So	IN	so
the	DT	the
'	''	'
plot	NN	plot
'	''	'
a	DT	a
very	RB	very
generous	JJ	generous
word	NN	word
to	TO	to
use	VB	use
Good	JJ	good
guy	NN	guy
must	MD	must
get	VB	get
to	TO	to
LA	NP	LA
evil	JJ	evil
guy	NN	guy
would	MD	would
rather	RB	rather
he	PP	he
did	VBD	do
n't	RB	n't
Hero	NP	<unknown>
Sam	NP	Sam
stands	VBZ	stand
between	IN	between
the	DT	the
two	CD	two
Cue	NP	Cue
scenery	NN	scenery
for	IN	for
the	DT	the
next	JJ	next
vomit	NN	vomit
inducing	VBG	induce
hour	NN	hour
the	DT	the
passenger	NN	passenger
plane	NN	plane
As	IN	as
I	PP	I
said	VBD	say
no	RB	no
more	RBR	more
poking	VBG	poke
at	IN	at
plot	NN	plot
holes	NNS	hole
I	PP	I
'll	MD	will
just	RB	just
leave	VB	leave
it	PP	it
there	RB	there
Passenger	NN	passenger
plane	NN	plane
Next	IN	Next
the	DT	the
vital	JJ	vital
ingredient	NN	ingredient
up	RB	up
until	IN	until
now	RB	now
missing	VBG	miss
from	IN	from
this	DT	this
gem	NN	gem
of	IN	of
a	DT	a
movie	NN	movie
and	CC	and
what	WP	what
makes	VBZ	make
it	PP	it
everything	NN	everything
it	PP	it
is	VBZ	be
Snakes	NP	<unknown>
Yay	NP	<unknown>
Oh	NP	Oh
pause	VBP	pause
First	RB	first
we	PP	we
have	VBP	have
the	DT	the
introduction	NN	introduction
to	TO	to
all	DT	all
the	DT	the
obligatory	JJ	obligatory
characters	NNS	character
that	IN	that
a	DT	a
lame	JJ	lame
movie	NN	movie
must	MD	must
have	VB	have
Hot	JJ	hot
horny	JJ	horny
couple	NN	couple
see	VBP	see
if	IN	if
you	PP	you
can	MD	can
guess	VB	guess
how	WRB	how
they	PP	they
die	VBP	die
dead	JJ	dead
before	IN	before
any	DT	any
snakes	NNS	snake
even	RB	even
appear	VBP	appear
British	JJ	British
guy	NN	guy
those	DT	those
pesky	JJ	pesky
Brits	NP	<unknown>
eh	NP	<unknown>
cute	JJ	cute
kids	NNS	kid
and	CC	and
Jo	NP	Jo
Brand	NP	Brand
For	IN	for
all	DT	all
you	PP	you
Americans	NPS	Americans
that	DT	that
's	VBZ	be
an	DT	an
English	JJ	English
comic	NN	comic
famous	JJ	famous
for	IN	for
her	PP$	her
size	NN	size
and	CC	and
unattractiveness	NN	unattractiveness
Now	RB	now
that	IN	that
