i	NP	i
really	RB	really
horrified	VBD	horrify
eerie	JJ	eerie
unusual	JJ	unusual
dark	JJ	dark
atmosphere	NN	atmosphere
creepy	JJ	creepy
musical	JJ	musical
score	NN	score
really	RB	really
promising	VBG	promise
minutes	NNS	minute
really	RB	really
start	VBP	start
sweating	VBG	sweat
feeling	VBG	feel
uncomfortable	JJ	uncomfortable
start	NN	start
fearing	VBG	fear
worst	JJS	bad
atmosphere	NN	atmosphere
true	JJ	true
nightmare	NN	nightmare
what	WP	what
's	VBZ	be
worse	JJR	bad
all	RB	all
comes	VBZ	come
hour	NN	hour
half	NN	half
trying	VBG	try
fight	NN	fight
complete	JJ	complete
boredom	NN	boredom
falling	VBG	fall
asleep	JJ	asleep
but	CC	but
monstrous	JJ	monstrous
soundtrack	NN	soundtrack
kept	VBD	keep
awake	JJ	awake
nuit	NN	Nuit
noire	NN	noire
truly	RB	truly
horrifying	VBG	horrify
picture	NN	picture
eyes	NNS	eye
ears	NNS	ear
intelligence	NN	intelligence
most	RBS	most
all	DT	all
wallet	NN	wallet
thought	VBD	think
spending	VBG	spend
precious	JJ	precious
money	NN	money
ticket	NN	ticket
cheap	JJ	cheap
amateuristic	JJ	<unknown>
homevideo	NN	<unknown>
biggest	JJS	big
horror	NN	horror
all	DT	all
