i	NP	i
nothing	NN	nothing
comment	NN	comment
bad	JJ	bad
comment	NN	comment
imdb	NN	<unknown>
website	NN	website
help	VB	help
viewers	NNS	viewer
save	VB	save
time	NN	time
more	RBR	more
interesting	JJ	interesting
instead	RB	instead
watching	VBG	watch
"	``	"
movie	NN	movie
"	''	"
stare	NN	stare
walls	NNS	wall
better	RBR	well
write	VB	write
minimum	JJ	minimum
10	CD	@card@
lines	NNS	line
text	NN	text
tell	VBP	tell
low	JJ	low
budget	NN	budget
bad	JJ	bad
acting	VBG	act
no	DT	no
actors	NNS	actor
stupid	JJ	stupid
mutt	NN	mutt
as	IN	as
wolf	NN	wolf
story	NN	story
brings	VBZ	bring
nothing	NN	nothing
new	JJ	new
special	JJ	special
effects	NNS	effect
80	CD	@card@
's	POS	's
style	NN	style
almost	RB	almost
as	RB	as
bad	JJ	bad
as	IN	as
"	``	"
megalodon	NN	<unknown>
"	''	"
fun	NN	fun
happy	JJ	happy
not	RB	not
watching	VBG	watch
