i	NP	i
just	RB	just
viewed	VBD	view
detention	NN	detention
night	NN	night
liked	VBD	like
saw	VBD	see
cool	JJ	cool
fun	NN	fun
dolph	NN	<unknown>
looked	VBD	look
superbly	RB	superbly
cool	JJ	cool
bike	NN	bike
looked	VBD	look
good	JJ	good
as	IN	as
compared	VBN	compare
recent	JJ	recent
pretty	JJ	pretty
good	JJ	good
shape	NN	shape
story	NN	story
ok	VBP	ok
actors	NNS	actor
passable	JJ	passable
would	MD	would
n't	RB	n't
best	VB	best
but	CC	but
still	RB	still
good	JJ	good
but	CC	but
share	NN	share
problems	NNS	problem
way	NN	way
bullets	NNS	bullet
flying	VBG	fly
fired	VBN	fire
point	NN	point
blank	JJ	blank
range	NN	range
missed	VBD	miss
target	NN	target
should	MD	should
've	VBP	have
shown	VBN	show
ppl	NN	<unknown>
escaping	VBG	escape
bullets	NNS	bullet
better	JJR	good
way	NN	way
problem	NN	problem
way	NN	way
students	NNS	student
swearing	VBG	swear
dont	NN	<unknown>
know	VBP	know
school	NN	school
students	NNS	student
swear	VBP	swear
teacher	NN	teacher
classroom	NN	classroom
problem	NN	problem
bad	JJ	bad
guys	NNS	guy
very	RB	very
few	JJ	few
numbers	NNS	number
should	MD	should
've	VB	have
more	JJR	more
bad	JJ	bad
guys	NNS	guy
problem	NN	problem
definately	JJ	<unknown>
fact	NN	fact
set	NN	set
looked	VBD	look
cheesy	JJ	cheesy
but	CC	but
small	JJ	small
budget	NN	budget
overall	JJ	overall
good	NN	good
enjoyed	VBD	enjoy
recommend	VB	recommend
watch	NN	watch
p	NN	p
s	JJ	<unknown>
u	NN	u
r	SYM	r
dead	JJ	dead
beat	NN	beat
cop	NN	cop
liners	NNS	liner
cool	VBP	cool
