i	NP	i
little	JJ	little
skepticle	NN	<unknown>
watch	NN	watch
shown	VBN	show
cbs	NNS	<unknown>
many	JJ	many
people	NNS	people
nyc	NN	<unknown>
day	NN	day
going	VBG	go
school	NN	school
hunter	NN	hunter
college	NN	college
didnt	NN	<unknown>
want	VBP	want
all	DT	all
devistation	NN	<unknown>
carnage	NN	carnage
again	RB	again
but	CC	but
like	IN	like
many	JJ	many
curious	JJ	curious
all	DT	all
tears	NNS	tear
came	VBD	come
eyes	NNS	eye
watching	VBG	watch
documentary	NN	documentary
all	DT	all
memories	NNS	memory
returned	VBD	return
just	RB	just
intense	JJ	intense
images	NNS	image
unbelievable	JJ	unbelievable
bought	VBD	buy
dvd	JJ	<unknown>
year	NN	year
anniversary	NN	anniversary
watched	VBD	watch
few	JJ	few
times	NNS	time
guys	NNS	guy
able	JJ	able
capture	NN	capture
footage	NN	footage
incredible	JJ	incredible
not	RB	not
seen	VBN	see
documentary	JJ	documentary
favor	NN	favor
check	NN	check
obviously	RB	obviously
depressing	VBG	depress
bring	VB	bring
tears	NNS	tear
eyes	NNS	eye
but	CC	but
it	PP	it
's	VBZ	be
incredible	JJ	incredible
document	NN	document
countries	NNS	country
darkest	JJS	dark
hour	NN	hour
