i	NP	i
heard	VBD	hear
lot	NN	lot
film	NN	film
people	NNS	people
writing	VBG	write
telling	VBG	tell
as	IN	as
fan	NN	fan
extremely	RB	extremely
bloody	JJ	bloody
gory	JJ	gory
got	VBN	get
hands	NNS	hand
almost	RB	almost
right	RB	right
away	RB	away
but	CC	but
thing	NN	thing
always	RB	always
kept	VBD	keep
watching	VBG	watch
better	RBR	well
not	RB	not
remembering	VBG	remember
atrocious	JJ	atrocious
worst	JJS	bad
thing	NN	thing
though	IN	though
much	RB	much
better	JJR	good
than	IN	than
actually	RB	actually
know	VB	know
story	NN	story
clive	JJ	<unknown>
barker	NN	barker
all	PDT	all
no	DT	no
not	RB	not
read	VBN	read
story	NN	story
but	CC	but
appears	NNS	appear
have	VBP	have
n't	RB	n't
as	RB	as
completely	RB	completely
clueless	JJ	clueless
utterly	RB	utterly
disappointed	JJ	disappointed
film	NN	film
begins	VBZ	begin
good	JJ	good
enough	JJ	enough
actors	NNS	actor
convincing	VBG	convince
story	NN	story
interesting	JJ	interesting
scene	NN	scene
bloody	JJ	bloody
great	JJ	great
way	NN	way
catch	NN	catch
attention	NN	attention
thought	VBD	think
blood	NN	blood
looked	VBD	look
bit	NN	bit
bad	JJ	bad
but	CC	but
seeing	VBG	see
as	IN	as
very	JJ	very
scene	NN	scene
did	VBD	do
hope	NN	hope
improvement	NN	improvement
later	RBR	later
wrong	JJ	wrong
blood	NN	blood
effects	NNS	effect
horrible	JJ	horrible
almost	RB	almost
insult	NN	insult
intelligence	NN	intelligence
expected	VBD	expect
believe	VB	believe
instance	NN	instance
knock	NN	knock
person	NN	person
's	POS	's
head	NN	head
right	NN	right
shoulders	NNS	shoulder
using	VBG	use
meat	NN	meat
hammer	NN	hammer
wtf	NN	<unknown>
cgi	NN	<unknown>
blood	NN	blood
did	VBD	do
use	VB	use
any	DT	any
"	``	"
real	JJ	real
"	''	"
blood	NN	blood
all	DT	all
home	NN	home
stuff	NN	stuff
looks	VBZ	look
better	JJR	good
than	IN	than
any	DT	any
used	VBN	use
film	NN	film
unbelievable	JJ	unbelievable
acts	NNS	act
dismemberment	NN	dismemberment
eyeballs	NNS	eyeball
popping	VBG	pop
just	RB	just
getting	VBG	get
hit	VB	hit
the	DT	the
head	NN	head
arms	NNS	arm
cut	NN	cut
neatly	RB	neatly
does	VBZ	do
no	RB	no
remember	VB	remember
bones	NNS	bone
all	DT	all
bodies	NNS	body
too	RB	too
dark	JJ	dark
scenes	NNS	scene
scene	NN	scene
either	CC	either
odd	JJ	odd
yellow	JJ	yellow
color	NN	color
hidden	VBN	hide
shadows	NNS	shadow
just	RB	just
gets	VBZ	get
worse	JJR	bad
worse	NN	worse
myself	PP	myself
pointing	VBG	point
mistake	NN	mistake
mistake	VB	mistake
there	EX	there
's	VBZ	be
just	RB	just
too	RB	too
much	RB	much
add	VB	add
fact	NN	fact
great	JJ	great
serial	NN	serial
killer	NN	killer
turns	VBZ	turn
demonic	JJ	demonic
supernatural	JJ	supernatural
monster	NN	monster
end	VBP	end
no	RB	no
thank	VB	thank
kept	VBN	keep
as	IN	as
creepy	JJ	creepy
guy	NN	guy
butchering	VBG	butcher
people	NNS	people
subway	NN	subway
ok	VBP	ok
conspiracy	NN	conspiracy
theory	NN	theory
thrown	VBN	throw
overzealous	JJ	overzealous
photographer	NN	photographer
maybe	RB	maybe
murder	NN	murder
people	NNS	people
sell	VBP	sell
meat	NN	meat
meat	NN	meat
plant	NN	plant
plausible	JJ	plausible
doable	JJ	doable
lot	NN	lot
better	RBR	well
think	VB	think
than	IN	than
"	``	"
real	JJ	real
"	''	"
story	NN	story
worked	VBD	work
instead	RB	instead
"	''	"
creatures	NNS	creature
living	VBG	live
end	NN	end
old	JJ	old
tunnel	NN	tunnel
knows	VBZ	know
but	CC	but
unless	IN	unless
read	VBN	read
book	NN	book
well	RB	well
just	RB	just
wo	MD	wo
n't	RB	n't
understand	VB	understand
it	PP	it
"	''	"
fiasco	NN	fiasco
tragic	JJ	tragic
awful	JJ	awful
thing	NN	thing
to	TO	to
potential	NN	potential
like	IN	like
mindless	JJ	mindless
fake	JJ	fake
blood	NN	blood
gore	NN	gore
you	PP	you
'll	MD	will
love	VB	love
but	CC	but
half	DT	half
brain	NN	brain
head	NN	head
completely	RB	completely
hate	VBP	hate
stay	VB	stay
away	RB	away
far	RB	far
far	RB	far
away	RB	away
