i	NP	i
watched	VBD	watch
trailer	NN	trailer
dvd	NNS	<unknown>
seeing	VBG	see
film	NN	film
think	NN	think
saw	VBD	see
watching	VBG	watch
film	NN	film
very	RB	very
surprised	VBD	surprise
possibly	RB	possibly
disappointed	JJ	disappointed
much	JJ	much
fact	NN	fact
film	NN	film
"	''	"
by	IN	by
director	NN	director
cube	NN	cube
"	''	"
look	NN	look
like	IN	like
horror	NN	horror
film	NN	film
fact	NN	fact
absurdist	NN	absurdist
comedy	NN	comedy
imdb	NN	<unknown>
's	POS	's
spell	NN	spell
checker	NN	checker
does	VBZ	do
n't	RB	n't
think	VB	think
absurdist	NN	absurdist
word	NN	word
but	CC	but
reminiscent	JJ	reminiscent
rosencrantz	NN	<unknown>
guildernstern	NN	<unknown>
dead	JJ	dead
love	NN	love
way	NN	way
story	NN	story
builds	VBZ	build
up	RP	up
slowly	RB	slowly
gradually	RB	gradually
escalates	VBZ	escalate
enjoy	VB	enjoy
fact	NN	fact
no	DT	no
explanation	NN	explanation
given	VBN	give
happens	VBZ	happen
film	NN	film
fact	NN	fact
story	NN	story
plays	VBZ	play
mainly	RB	mainly
just	RB	just
set	VBN	set
respects	NNS	respect
film	NN	film
similar	JJ	similar
cube	NN	cube
recommend	VB	recommend
